origin_location_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263
117,70.750000,55.771053,63.141667,52.628571,89.083333,42.427778,52.756579,57.105914,44.300000,35.573333,41.416667,54.455556,54.917932,42.033333,51.633333,48.575000,46.025000,62.100000,44.275000,60.240000,51.475000,46.488889,56.566667,53.411701,55.520000,50.900000,53.816667,38.423333,34.433333,56.498810,67.606667,60.083333,54.727778,56.355128,41.495833,43.022222,41.416667,46.350000,39.850000,47.933333,47.745833,53.583333,56.789037,77.277778,52.137083,68.483333,57.400000,59.683333,51.675000,56.550358,57.700000,50.108333,52.850000,51.233333,42.266667,47.956667,56.558333,63.100000,69.672581,46.983333,43.593561,44.570833,33.166667,54.541667,55.219608,55.651562,47.150000,55.483333,59.816667,48.616667,47.506667,46.850000,58.100000,50.966667,55.404167,22.100000,31.883333,58.850000,55.166667,46.061111,59.956667,46.266667,50.300000,81.500000,44.416667,27.925000,51.488788,51.100521,38.900000,55.700000,50.737500,51.497222,43.250000,65.019167,41.833333,42.500000,48.166667,42.941667,88.229167,52.950000,50.183333,42.377778,inf,inf,inf,42.700000,55.831823,48.400000,70.550000,inf,70.525000,51.767241,56.266667,55.730303,43.344444,48.666667,0.000000,72.716667,55.750000,57.300000,47.755556,49.556667,35.608333,30.816667,56.784848,56.506667,57.366667,60.233333,55.750877,40.216667,36.316667,35.316667,49.766667,42.916667,45.532593,64.983333,51.216667,48.539247,49.318738,51.783333,55.137500,62.297091,62.079110,56.767857,44.983333,51.725926,60.833333,51.933333,40.383333,34.550000,54.594113,53.935333,60.483333,56.915909,39.395833,65.933333,39.950000,58.700000,59.200000,37.650000,57.426200,54.507720,60.289769,53.366667,50.708333,54.140264,53.466667,54.570833,63.433333,50.700000,52.116667,59.700000,47.140000,70.872222,47.006667,81.588788,44.708333,36.441667,51.348333,32.683333,48.500000,58.756667,59.298333,63.706667,54.106667,56.075000,60.866667,49.489583,48.895455,55.827778,49.150000,47.550000,50.859259,55.304167,49.811111,45.740000,42.783333,32.483333,inf,64.911111,34.216667,54.200000,49.144247,96.433333,42.216667,65.529167,55.833692,53.040000,46.016667,44.350000,57.399435,58.283333,57.766667,50.666667,42.950000,30.816667,49.620833,41.158333,44.383333,65.941667,43.261111,35.950000,52.835833,51.716667,39.033333,48.794444,42.100000,45.700000,53.386347,57.425000,54.148148,52.207292,48.383333,58.152647,60.166667,58.595873,58.365050,56.673076,59.642927,66.973333,64.455556,66.006667,59.100000,56.758333,79.148718,60.725000,60.361111,61.966667,55.066667,60.350000,71.716667,51.158333,52.061538,62.366667,49.705128,41.883333,54.083333,29.150000,64.973333,45.541667,50.183333,56.550000,53.500000
118,64.530655,72.643553,54.041667,46.264624,76.140186,53.326389,41.130392,44.960556,47.438889,49.916667,61.855556,39.765278,38.822327,52.931944,43.316667,44.850000,49.794444,52.350000,46.216667,57.566667,68.372222,58.638994,67.521705,51.799201,46.796230,59.963889,68.566667,42.050000,55.950000,70.110556,56.406698,52.162500,44.607407,47.738889,64.591667,53.441667,47.921111,57.366667,61.821111,48.716667,46.133333,49.287037,52.924221,80.000000,40.775247,54.950000,54.816667,47.923900,51.716667,42.608333,55.291667,46.304103,46.811111,48.616667,61.075000,43.868750,46.969444,50.716667,57.527222,44.400000,58.122516,56.817857,47.916667,51.033333,44.043038,44.827830,55.132327,44.931155,53.663333,32.000000,62.211458,64.271705,48.086111,46.652542,48.272401,55.703030,60.245833,55.333333,44.766636,40.416667,53.700000,36.677778,37.524074,81.088372,62.444699,61.405556,40.275588,41.585157,57.748148,42.756853,64.633333,40.683333,38.250000,46.566667,44.886667,48.022222,50.173698,48.255556,90.033333,49.158610,52.600000,48.458333,inf,inf,inf,48.922917,46.762211,60.598611,9.500000,inf,67.361007,48.189712,41.271527,40.327728,54.243056,52.307516,69.900000,0.000000,55.508333,54.208333,42.755556,50.500000,56.907407,54.466667,37.635644,46.186667,53.573684,53.191667,29.200000,52.816667,51.406667,52.189167,53.281481,39.550000,42.166667,54.898333,48.302778,36.393889,58.716667,51.883069,52.657778,48.551754,48.137085,40.844699,42.566667,44.996667,48.875000,43.629444,67.890741,56.066667,52.981613,49.375926,56.690351,73.788409,62.187500,64.915086,43.755556,40.090086,50.816667,41.455556,52.475174,44.900000,50.241222,47.811041,58.016667,52.194444,48.466667,48.816667,51.175000,48.251250,47.882292,67.682327,39.659375,54.713333,50.633333,70.375588,50.433333,57.740741,42.484058,56.287179,53.770000,49.933333,38.008333,54.641667,55.700000,46.061007,78.079167,60.301494,51.731944,56.802381,54.516667,42.550000,46.406730,49.550000,50.938889,45.833333,45.650000,51.597222,inf,57.670238,67.500000,47.759058,52.188889,89.950000,57.216667,69.568491,41.891667,31.750000,39.580850,66.006944,38.621045,46.966667,44.091667,61.565278,45.816667,48.029167,46.725000,49.350000,49.183333,56.459259,54.159722,63.033333,38.359259,47.930971,52.375000,44.780000,55.187500,52.142424,50.211111,50.633090,32.300000,42.683333,50.370793,44.625093,52.016667,44.866667,52.200000,52.568333,50.520391,59.402222,52.986111,44.716667,52.764815,54.573497,63.233333,44.456698,50.130000,51.904167,39.513005,52.975000,59.572222,34.066667,40.416667,51.783333,47.880303,44.266667,48.844792,52.753846,57.994444,38.036667,39.505039,49.059259,49.756402
119,47.883333,49.597497,32.408333,31.709722,58.333333,48.874306,25.920307,28.600000,32.200000,28.034444,54.026389,35.313194,35.495833,48.479861,31.394444,35.161111,36.200000,23.102778,29.344444,14.883333,46.288889,47.566667,49.583333,17.461111,42.195238,50.593056,54.461111,25.139296,44.272222,50.325254,24.177778,23.194444,36.600000,39.900855,42.837500,38.202778,40.215556,38.662500,38.574444,39.379861,16.470833,16.177778,24.985119,64.527778,38.129850,24.494444,12.477778,23.650000,41.011111,26.551149,30.586111,34.944444,29.744444,39.311111,43.344444,30.537500,33.930000,29.654167,42.550000,23.975000,45.400000,45.112500,33.811111,41.344444,33.187500,37.650000,51.150643,30.159727,7.850000,21.544444,53.663333,51.527778,37.630556,13.620833,17.127778,36.952778,35.494444,18.966667,34.386281,32.711111,30.783333,24.300000,25.161111,72.466667,48.061111,44.533333,31.294444,31.166667,47.810833,32.873814,44.557778,30.227778,23.011111,10.866667,29.450000,35.477778,36.286111,31.394444,70.444444,29.963459,35.727778,37.129167,inf,inf,inf,42.762500,32.733031,41.583333,61.766667,inf,48.413459,26.611111,35.308680,38.341730,49.790972,10.116667,47.327778,52.266667,0.000000,18.750000,27.516667,39.495833,45.186111,31.894444,35.670000,27.494444,23.033333,18.550000,21.494444,36.177778,32.644444,29.143111,45.411111,22.677778,24.266667,14.700000,29.181586,21.416667,38.933333,23.994444,20.750000,27.625198,25.594167,35.813690,32.674432,29.627778,18.300000,32.977778,49.261111,44.127778,21.500643,15.385333,26.150000,50.742354,37.436111,56.038889,27.077778,31.213889,18.633333,28.911111,30.975875,24.116667,30.559954,27.294444,44.061111,17.312441,16.554167,16.294444,15.475000,30.634042,35.427778,63.700643,29.806944,18.150000,33.722629,61.394444,42.727778,46.019444,21.700000,36.194444,39.466667,13.600000,26.619444,34.000000,29.433333,31.286965,53.327778,48.851111,38.420833,46.794444,37.750000,27.311111,28.186111,17.027778,39.477778,27.129167,28.777778,38.350000,inf,26.361111,48.761111,26.975000,35.316667,70.361111,35.334444,57.400000,28.711111,20.361111,33.929167,41.255556,36.045833,14.944444,23.266667,51.833333,28.944444,23.277778,34.211111,32.544444,32.377778,21.338889,49.707639,40.288889,18.394444,27.799405,37.177778,32.424333,45.561111,41.187500,27.266565,23.377778,36.388095,30.459722,27.744643,32.743286,4.416667,23.549870,26.887630,19.311111,24.403497,22.300000,16.200000,23.933333,20.550000,14.300000,63.361310,27.945455,4.611111,29.350000,35.362500,20.416667,57.477778,22.677778,29.961111,18.150000,33.250855,34.761111,45.775000,39.411111,20.300000,23.733333,36.804167,23.501123,20.755963
120,40.441667,48.300728,31.175000,29.864176,48.516667,45.013194,22.059195,28.773148,28.222222,26.737675,50.416667,31.452083,34.384167,44.618750,27.416667,31.300000,32.338889,15.883333,25.483333,16.183333,44.992120,46.269897,50.650000,16.164342,38.096032,48.747510,55.761111,22.833333,42.975453,49.028485,25.477778,20.450000,32.738889,38.731111,44.137500,34.225000,36.354444,39.962500,37.277675,36.629762,17.770833,15.392308,21.356025,60.666667,33.131416,25.794444,12.050000,24.950000,37.988889,21.779762,31.886111,35.433333,31.044444,39.713889,42.047675,27.590000,34.163333,30.954167,42.783333,20.975000,41.538889,42.165000,35.111111,37.483333,34.487500,36.433333,41.425000,27.053842,9.150000,17.683333,47.733333,42.600000,33.769444,14.920833,13.266667,35.656009,34.197675,19.216667,27.854762,28.850000,32.083333,25.111111,24.976768,68.605556,47.275641,40.672222,27.433333,31.818491,44.863333,28.979710,43.261009,26.366667,19.033333,12.166667,29.204762,32.110000,32.425000,27.533333,71.108218,28.544348,31.866667,36.891667,inf,inf,inf,38.905556,25.866442,40.286564,62.000000,inf,46.994348,27.911111,31.862088,30.957692,45.929861,11.416667,46.031009,52.500000,1.300000,0.000000,23.538889,36.000000,42.541667,30.597675,31.424153,27.433333,14.408333,17.275000,17.633333,32.316667,28.783333,27.846342,41.833333,18.816667,22.950000,16.000000,23.241394,21.650000,40.233333,20.133333,22.050000,23.132910,19.325000,31.415641,27.614870,25.766667,19.600000,32.192308,47.964342,41.483333,11.775000,16.063095,17.525000,49.445584,36.139342,54.760522,23.710000,29.935522,19.172222,25.543333,25.065068,22.164113,18.916667,27.958218,42.764342,17.057143,17.854167,12.433333,13.483333,24.052517,31.450000,53.975000,25.829167,19.450000,31.416667,57.533333,38.866667,43.375000,21.873148,34.897675,35.605556,14.900000,19.991667,33.200000,25.700000,28.820313,52.031009,46.917778,35.473333,42.933333,32.100000,23.333333,24.325000,13.166667,39.875000,28.429167,24.916667,34.488889,inf,16.808333,47.464342,27.148148,31.455556,71.024884,34.037675,55.241394,28.944444,13.733333,32.967476,39.958786,25.633333,16.244444,24.566667,52.485158,25.083333,21.981009,30.350000,28.683333,28.516667,16.400000,45.846528,41.588889,14.533333,26.620026,33.810000,28.563222,44.900000,38.550000,16.233333,24.677778,31.683333,30.435507,21.155278,30.016667,5.716667,19.688759,24.192717,15.943333,18.653333,21.500000,17.500000,25.233333,1.800000,6.858333,56.771945,21.033333,5.911111,22.866667,31.133333,20.716667,53.616667,11.650000,26.100000,19.450000,33.710000,30.900000,41.913889,35.550000,19.500000,19.872222,34.240610,19.775000,19.665716
121,54.266667,41.121053,36.561111,31.555180,62.133838,40.583333,20.694444,25.217025,4.683333,21.461111,49.794444,32.558333,36.508333,40.188889,19.744444,16.150000,31.766667,39.784444,17.694444,30.694444,43.000000,43.183333,60.450000,35.248851,30.952778,42.723333,45.166667,11.952778,40.983333,41.848810,36.800358,28.194444,31.588889,26.833333,40.625000,26.552778,28.983333,30.802778,33.766667,31.933333,30.451736,25.027778,29.633333,53.111111,31.694444,41.678692,33.744444,29.977036,31.435185,24.661470,30.422222,29.466667,23.611111,33.833333,38.961111,13.450000,21.925000,35.822222,37.783692,23.327778,27.356667,23.750000,24.516667,22.333333,28.721111,24.866667,41.477778,27.672222,27.927778,19.434444,40.975000,39.311111,26.211111,24.050000,28.970085,30.477778,32.205556,34.100000,28.577778,23.879167,33.486111,11.633333,18.536667,65.396970,36.240000,32.883333,34.952778,34.461563,30.723333,28.750505,41.268889,19.444444,11.361111,35.321111,10.127778,22.977778,29.004167,6.016667,70.312963,30.150000,24.077778,24.815278,inf,inf,inf,31.716667,28.402192,38.294444,57.000358,inf,48.600000,25.483333,29.827778,32.125000,41.500000,31.936111,42.944444,47.500358,34.475000,35.286111,0.000000,26.091667,34.752778,27.511111,27.816667,31.300000,32.511111,35.377778,22.002564,10.383333,13.370000,20.666667,38.161111,11.027778,3.244444,35.150000,23.258333,16.650358,31.583333,26.866667,27.716667,30.604890,30.190221,34.286111,25.250000,23.583333,28.944444,32.611111,44.877778,33.694444,35.782064,33.955848,35.627778,42.265909,34.147222,55.900000,18.711111,33.878839,33.615278,16.411111,32.113333,25.033333,32.294358,27.162963,40.772222,33.444444,21.577778,32.004242,36.777778,25.675000,17.916667,54.027778,18.156944,42.147778,20.536111,59.733692,32.266667,35.586111,24.877778,24.033333,32.396970,20.811111,27.602778,44.236111,27.636111,28.544444,50.038889,32.777778,21.333333,39.724747,17.466667,12.583333,25.970782,29.316667,33.683333,19.269444,17.127778,26.552778,inf,34.144444,42.594444,30.152778,23.666667,70.229630,22.233333,55.258333,23.944803,21.344444,30.611111,37.966667,32.825376,26.394444,32.744444,48.822222,17.294444,19.988889,23.550000,20.894444,20.727778,40.194444,41.416667,34.577778,23.137778,26.833333,28.811111,23.444444,38.473611,30.877778,25.166667,32.686226,31.108333,29.066667,27.108333,29.144444,37.011111,32.055556,31.591667,34.621470,32.573527,39.658692,37.538889,34.311111,29.556349,29.444444,62.041667,29.133333,29.777778,34.494444,32.555324,27.627778,57.927778,19.261111,27.851111,38.711111,24.027778,25.916667,32.283333,26.858333,38.502778,21.052778,35.875000,31.501462,28.722778
122,59.600000,32.687719,37.316667,35.444444,68.727778,42.701517,30.169697,30.455914,17.050000,14.016667,45.115909,38.933333,41.516667,42.307073,19.658333,16.483333,35.338889,45.023333,18.450000,38.683333,42.344444,41.012628,51.216667,38.157184,35.866667,48.056667,44.475000,16.866667,38.923739,33.415476,42.039247,33.433333,36.922222,30.405556,35.516667,31.791667,34.400000,28.554044,30.159527,37.266667,34.393889,30.266667,38.103333,58.350000,36.933333,46.917581,34.580189,35.215925,36.768519,29.900358,41.305556,34.800000,28.850000,39.166667,36.790406,18.783333,32.988889,42.260081,43.022581,24.163523,36.965000,33.358333,24.550000,22.666667,33.960000,30.200000,45.090406,38.065126,33.166667,24.673333,44.122222,40.516667,31.450000,26.958333,32.325000,30.275325,31.550000,33.866667,33.816667,29.212500,38.400000,22.697222,24.038889,70.730303,41.573333,33.568947,40.286111,40.733333,36.056667,39.683333,35.016667,24.847222,16.600000,40.560000,26.625926,32.333333,34.337500,20.666667,75.005556,34.583333,24.833333,33.605556,inf,inf,inf,37.050000,34.463333,37.638889,62.239247,inf,47.441667,30.816667,37.972222,37.458333,43.618184,35.605556,39.333333,52.739247,34.516667,40.525000,21.105556,0.000000,38.632073,25.340406,38.880556,34.872222,37.425000,40.291667,29.100877,13.955556,17.016667,12.233333,43.400000,16.266667,20.516667,38.722222,29.633333,21.889247,20.733333,35.766667,33.050000,35.843779,35.429110,38.622222,32.575000,33.433333,34.183333,38.913889,42.707073,37.573739,39.978684,39.194737,40.541667,33.832576,33.491667,60.583333,23.933333,41.775653,31.875000,25.766667,39.416667,34.577928,34.950000,37.087607,40.116667,38.683333,26.816667,34.986275,40.613523,33.893750,27.600000,57.233333,21.855556,43.200000,19.300000,60.854167,37.008333,39.465406,29.791667,24.066667,37.730303,29.733333,33.238889,40.623333,32.550000,36.341667,49.383333,34.833333,26.666667,45.058081,9.033333,20.900000,32.405556,32.225000,40.733333,23.605556,22.366667,35.616667,inf,39.383333,36.750000,35.066667,24.422222,74.922222,7.000000,57.437302,29.183692,26.980556,35.833333,35.500000,41.300000,31.633333,38.000000,50.940406,22.533333,19.333333,28.883333,21.730189,21.563523,43.147222,43.534850,27.497619,28.376667,32.166667,34.033333,32.777778,43.712500,36.116667,34.641667,37.925115,38.433333,34.400000,32.366667,37.102564,38.933333,37.294444,37.443333,39.860358,37.812416,41.166667,40.447222,39.947222,34.795238,34.683333,56.065385,34.466667,38.546296,32.416667,38.441667,25.650000,50.097222,24.897222,28.978205,39.546856,31.750000,31.250000,37.616667,31.008276,39.166667,26.291667,36.583333,35.262222,33.961667
123,51.000000,42.337719,51.663523,38.500000,72.231853,24.511111,50.720779,49.216667,45.946856,30.551812,26.533333,35.856944,34.913994,24.116667,42.752778,46.166667,37.366667,57.846856,41.103388,55.218479,16.500000,21.516667,36.816667,41.349201,25.133333,20.255556,54.125000,33.401812,24.416667,43.065476,52.498365,54.404051,34.087281,43.830556,29.433333,38.008333,40.433333,38.204044,28.875000,30.016667,35.683333,43.595652,44.726537,44.361111,33.358333,61.856944,44.230189,47.515782,36.416667,45.409018,58.463523,32.191667,46.628205,33.316667,18.600000,42.248625,44.083333,57.808333,56.703333,33.813523,32.700000,37.273611,34.066667,45.110914,35.492308,35.826852,31.183333,41.022821,47.763523,45.644051,33.144444,32.850000,49.131301,43.075724,44.068372,36.150000,39.605556,58.312319,34.250000,38.133333,54.913523,45.290617,46.554051,58.845833,23.500000,43.218947,36.367254,35.208333,17.983333,38.848520,25.000000,38.894872,37.570717,54.025000,43.398582,43.052963,33.871875,45.873147,68.350000,45.250277,45.747895,43.400000,inf,inf,inf,24.783333,39.670004,27.340000,52.633333,inf,57.091667,43.593333,37.363194,36.419395,25.427778,46.635358,24.833333,51.350000,43.158333,53.853986,42.076273,44.173147,0.000000,29.283333,33.727310,50.225000,53.683333,48.700000,42.133333,36.548951,42.758479,21.883333,14.158333,38.322645,40.511071,57.858333,40.228412,42.294872,35.885404,45.037718,43.813876,45.092450,40.175000,36.936366,47.575901,49.889141,55.154051,36.320833,10.983333,21.116667,42.531613,44.145765,56.800000,43.482576,19.516667,46.183333,44.204167,36.181752,51.352411,43.512923,44.834534,41.916053,47.698102,43.902708,24.108333,42.077764,47.787384,50.416667,50.263523,40.700000,49.868479,43.733333,42.118479,59.425000,41.985145,66.467254,43.261111,0.833333,46.326812,33.583333,25.845833,52.380189,50.941667,50.273333,49.085145,42.152673,62.513523,35.176667,34.202976,33.173611,41.139474,41.870717,52.059259,48.342390,31.894444,40.718479,40.025930,41.833333,inf,55.166667,22.250000,51.601812,35.710914,84.572222,37.851812,45.650000,49.589316,44.683333,34.333333,11.433333,34.712711,52.604051,51.900000,32.750000,33.256481,32.463523,42.837500,31.380189,31.213523,57.449638,25.344444,37.147619,44.316667,35.383333,43.898958,42.100000,31.929167,24.333333,40.794681,46.866667,28.391667,37.516667,35.791667,39.700000,47.575000,45.216667,45.773384,44.610576,45.616539,55.891667,52.191667,55.578205,49.635745,51.343919,53.816667,40.548365,47.769444,48.796856,35.604672,55.278295,55.663889,46.908217,38.628205,49.196856,42.921795,35.100000,32.088889,40.658276,56.783333,43.872222,35.596705,47.701970,46.711061
124,41.333333,26.421053,35.746856,33.288889,62.461111,17.361111,33.389912,33.300000,21.477778,12.751111,28.016667,33.385417,29.266667,16.966667,28.958333,25.783333,26.030952,39.277778,25.186721,37.417778,20.658333,15.672222,37.594444,28.732534,30.105769,32.188889,25.433333,15.601111,13.583333,27.148810,41.797917,37.688611,31.577444,36.383333,16.816667,18.405556,19.416667,22.287377,13.891667,22.866667,23.066667,30.978986,32.109871,51.223016,32.730000,45.940278,28.313523,39.471202,28.556667,34.155636,34.283333,25.041667,30.711538,26.166667,11.450000,25.134444,28.166667,39.683333,40.786667,17.896856,22.040000,20.350000,4.783333,28.866667,31.079545,31.794444,19.750000,39.379438,31.846856,25.794444,25.083333,19.950000,33.214634,30.459057,31.451705,12.569697,20.211111,42.430189,34.383333,25.272222,37.134444,28.427778,28.944444,56.433333,26.983333,27.302280,29.366667,33.751825,22.562500,36.333333,22.337500,22.978205,20.855278,41.530189,23.200000,14.116667,21.266667,29.956481,63.406667,40.126633,29.831228,16.541667,inf,inf,inf,17.633333,34.727244,17.583333,45.483333,inf,41.175000,31.927778,35.500000,36.295833,18.277778,25.844444,15.433333,50.400000,35.686111,34.477778,25.360833,26.734444,13.291667,0.000000,36.983333,33.684444,34.544444,36.083333,29.896856,20.632284,24.957778,5.966667,25.083333,20.521944,22.710370,44.111111,31.850000,26.144525,19.968738,32.416667,35.462222,37.617925,39.684388,34.226667,31.027778,34.670833,38.438611,30.450000,17.366667,12.233333,29.914947,31.113111,37.661111,27.565909,14.573333,46.961111,20.583333,37.948383,35.435745,18.283333,38.059534,35.141053,39.947895,34.000000,28.391667,29.461097,31.071944,34.946856,34.346856,31.333333,32.067778,32.300000,24.317778,46.808333,24.184444,54.587500,17.241667,14.125000,28.526111,4.300000,23.433333,35.934444,36.476111,34.356667,31.284444,35.076111,38.044444,28.475000,29.641667,30.761111,18.333333,25.155278,36.288778,35.680189,24.744444,22.917778,21.619444,18.527778,inf,42.088889,18.166667,33.801111,19.466667,68.655556,20.051111,40.706667,33.438970,30.217778,32.200000,18.295238,37.716667,35.888611,38.994444,25.600000,17.339814,7.994444,31.580556,15.463523,15.296856,43.119444,18.194444,21.230952,30.013611,28.894444,23.464286,27.927778,23.183333,23.383333,34.019681,38.058333,34.270370,35.994444,29.016667,37.790187,37.444444,34.943333,36.177778,31.993909,34.963761,44.151111,40.541667,39.661538,33.719078,34.783856,49.798718,38.934444,34.663523,32.880189,32.244444,34.950000,49.579762,30.192778,22.711538,33.280189,29.733333,32.041667,31.292593,14.733333,42.151111,26.175000,29.416667,33.727778,30.677778
125,27.921944,45.161762,40.519080,12.695000,40.412138,23.031111,24.080556,29.237802,31.005556,22.329554,28.422144,11.792857,8.885891,22.636667,30.200000,34.594633,24.498667,34.246737,28.150000,37.087887,34.000000,28.702558,37.660891,22.409167,19.070833,29.119078,52.892043,25.179554,29.854728,45.889519,23.243656,37.221395,16.077778,21.402411,36.505324,30.608333,27.320833,34.962887,34.138710,19.073684,29.325926,29.771429,23.780741,48.655563,10.461299,39.726989,34.226989,16.256496,20.627333,15.731780,37.205324,19.080000,29.072144,20.652558,28.366667,22.800000,32.221737,34.293656,38.009850,24.196221,28.543519,26.258333,32.242043,35.083333,14.265278,17.498667,25.195891,10.209850,30.906713,19.369078,30.808333,34.652411,34.612887,29.276190,24.900000,32.517043,31.058710,35.926517,10.055071,20.278947,41.168063,22.266667,24.563255,51.773102,28.338889,39.946221,11.869080,13.094792,22.822222,7.028805,38.778805,28.052411,21.816667,33.628839,30.108333,22.783333,18.536458,30.471221,56.155172,12.938005,34.533333,24.816667,inf,inf,inf,20.650000,11.771135,30.303333,39.319225,inf,31.388005,23.132292,6.072144,5.868063,23.947778,28.850000,42.892043,37.951396,24.567843,27.721991,26.322222,29.079554,28.377778,27.458710,0.000000,32.595472,30.477778,28.050000,26.387251,29.843190,33.695472,24.707376,18.355556,21.483333,25.733333,33.388810,13.973611,25.011949,37.062887,23.670588,22.260623,20.976866,19.395495,7.202411,25.100000,27.898283,30.738658,9.996221,34.966667,29.971395,23.052917,24.316667,33.594444,46.306619,33.000376,30.821991,14.383333,6.062172,30.362763,16.216667,17.242086,18.474741,20.116122,13.005172,28.319078,25.783333,31.041667,26.228333,34.716667,16.207139,33.192043,37.745891,28.612500,37.710323,33.295472,41.969080,33.710667,28.527966,25.675376,31.758710,25.578333,31.638658,33.143656,38.765113,39.866844,10.094969,48.892043,25.341667,23.759524,26.161111,38.112887,26.116667,24.945841,26.961667,19.354167,24.250000,17.996221,22.500000,inf,33.606583,41.758710,30.850196,30.729554,56.071839,29.629554,39.430071,29.023102,28.937251,10.641441,36.088889,5.008710,28.295472,30.569080,31.270000,18.162887,18.842043,21.218948,21.762887,21.596221,33.138810,23.864444,35.446221,27.651140,14.291667,24.483333,21.970000,24.275376,19.255556,19.265568,17.319280,6.204728,12.656695,17.201176,8.805733,28.984510,26.845370,24.405983,23.024679,22.059664,33.048446,31.412162,29.493656,29.127083,30.022168,37.138062,11.293656,29.178954,28.055324,4.738658,36.733333,33.476951,30.946221,27.785745,36.031780,22.743902,18.020139,17.441667,29.379554,31.226989,19.458710,10.189769,25.183898,25.486490
126,50.933333,53.618570,26.891667,28.372222,59.591468,46.996241,23.889216,31.156481,30.722222,31.633333,50.688889,33.435129,32.158333,46.601796,29.916667,33.683333,34.722222,24.066667,27.866667,17.966667,50.309962,51.587739,53.033333,21.482184,38.965000,47.255556,60.636111,21.801796,48.293295,54.346327,30.566667,24.300000,35.122222,41.750000,39.500000,36.725000,39.000000,35.325000,42.595517,38.418463,17.718889,19.853145,21.647619,63.050000,35.042222,29.594444,10.450000,28.438860,40.372222,29.988064,14.950000,37.816667,31.866667,38.318463,47.365517,27.200000,30.019444,20.350000,45.166667,22.600000,43.922222,41.775000,39.986111,39.483333,29.850000,33.077778,48.450000,25.100000,13.983333,19.516667,53.785129,49.140000,35.602778,10.283333,15.650000,40.650000,38.866667,25.633333,31.048781,32.916667,34.533333,19.727778,26.631111,69.816667,49.990000,43.055556,29.816667,30.597222,44.473333,29.921821,48.578851,28.200000,21.533333,28.033333,30.459722,31.072222,34.808333,29.916667,66.583333,27.355158,34.250000,33.791667,inf,inf,inf,39.425000,28.160808,45.604406,62.591667,inf,43.283333,33.583333,31.056162,34.485529,47.912907,23.436049,51.348851,54.883333,21.227778,24.650000,26.038889,36.158333,44.925000,35.915517,35.911111,0.000000,23.109524,25.976190,22.550000,34.700000,31.158463,33.164184,42.505556,21.200000,25.450000,28.350000,25.844086,24.033333,45.066667,22.516667,21.541468,28.560182,31.167698,32.476190,31.839115,28.150000,22.588889,33.016255,53.282184,43.866667,23.303684,22.606504,21.995833,54.763426,41.457184,53.327778,26.805556,32.358264,17.572222,24.505556,17.516667,19.544444,25.303066,25.263148,42.200000,22.191467,22.687500,18.311275,23.650000,25.219071,33.950000,61.000000,28.329167,30.333333,30.385129,59.916667,43.783333,45.758333,24.256481,39.502778,37.988889,8.083333,14.966667,31.600000,15.433333,28.688587,57.348851,46.527778,35.083333,45.316667,38.866667,25.833333,26.708333,15.550000,39.725000,23.791667,27.300000,34.647222,inf,25.066667,52.766667,29.531481,33.838889,66.500000,36.633333,52.827778,31.327778,16.100000,30.591667,45.276628,32.708333,25.200000,20.016667,51.263889,27.466667,27.298851,32.733333,31.066667,30.900000,15.616667,47.829574,44.750000,16.916667,24.461905,36.905556,30.946556,45.445833,37.850000,24.152516,26.703077,37.835417,27.122222,24.407143,27.522425,20.000000,20.837805,25.428514,23.525869,26.901688,26.233333,21.266667,19.361111,26.450000,17.350000,56.233333,31.002462,16.800000,29.367857,32.025000,14.900000,56.000000,18.416667,27.933333,30.816667,36.150000,33.283333,44.297222,35.969444,28.966667,22.255556,33.466667,20.163623,17.418463
